label,convo_id,how_enjoyable,shared_reality,responsive,conversationalist,i_like_you,in_common,paper_pcs_proxy,short_id,hf_recording_path,dyad_gender,how_enjoyable_n_raters,shared_reality_n_raters,responsive_n_raters,conversationalist_n_raters,i_like_you_n_raters,in_common_n_raters,paper_pcs_proxy_n_raters
HSC,40e347bb-13d7-44bf-859c-19f70a470f66,9.0,5.25,6.5,95.0,7.0,8.0,0.9615151515151515,40e347bb,40e347bb-13d7-44bf-859c-19f70a470f66/processed/40e347bb-13d7-44bf-859c-19f70a470f66.mp3,female-male,2,2,2,2,2,2,2
HSC,433c9a8c-8a0e-4eb4-8a32-d366a5aeee84,9.0,6.3125,6.5,95.0,7.0,9.0,0.9711363636363637,433c9a8c,433c9a8c-8a0e-4eb4-8a32-d366a5aeee84/processed/433c9a8c-8a0e-4eb4-8a32-d366a5aeee84.mp3,male-male,2,2,2,2,2,2,2
HSC,437d7142-ef5c-4c73-a958-21e32cd3a75a,9.0,6.0625,7.0,91.0,7.0,9.0,0.9195454545454546,437d7142,437d7142-ef5c-4c73-a958-21e32cd3a75a/processed/437d7142-ef5c-4c73-a958-21e32cd3a75a.mp3,male-male,2,2,2,2,2,2,2
HSC,45389a74-f82e-4a2a-b553-5eea7be9e935,9.0,6.125,7.0,93.0,7.0,9.0,0.9590151515151515,45389a74,45389a74-f82e-4a2a-b553-5eea7be9e935/processed/45389a74-f82e-4a2a-b553-5eea7be9e935.mp3,female-male,2,2,2,2,2,2,2
HSC,4857d57c-b994-4116-aeba-af8ab658ad36,9.0,4.5625,6.5,95.0,7.0,6.0,0.9246969696969698,4857d57c,4857d57c-b994-4116-aeba-af8ab658ad36/processed/4857d57c-b994-4116-aeba-af8ab658ad36.mp3,female-male,2,2,2,2,2,2,2
HSC,4b51167f-3c2d-4c94-b08d-a8b41522ee33,9.0,5.6875,7.0,85.0,7.0,7.5,0.9151515151515153,4b51167f,4b51167f-3c2d-4c94-b08d-a8b41522ee33/processed/4b51167f-3c2d-4c94-b08d-a8b41522ee33.mp3,male-male,2,2,2,2,2,2,2
HSC,4c126110-fd71-4cc3-93a8-82bc5c2daf51,9.0,5.6875,6.0,70.5,6.5,8.5,0.9197727272727273,4c126110,4c126110-fd71-4cc3-93a8-82bc5c2daf51/processed/4c126110-fd71-4cc3-93a8-82bc5c2daf51.mp3,female-male,2,2,2,2,2,2,2
HSC,5ab6dbec-f52d-4df2-ba45-78b92fb1cb9f,9.0,6.625,7.0,100.0,7.0,9.0,1.0,5ab6dbec,5ab6dbec-f52d-4df2-ba45-78b92fb1cb9f/processed/5ab6dbec-f52d-4df2-ba45-78b92fb1cb9f.mp3,female-female,2,2,2,2,2,2,2
HSC,5c54c47c-9c0a-4a9b-b82d-a5b353dc50f9,8.5,6.3125,6.833333333333334,92.5,7.0,8.5,0.9511363636363637,5c54c47c,5c54c47c-9c0a-4a9b-b82d-a5b353dc50f9/processed/5c54c47c-9c0a-4a9b-b82d-a5b353dc50f9.mp3,female-male,2,2,2,2,2,2,2
HSC,5c6f6632-c722-4041-9d36-5ada31c42471,8.5,6.25,6.333333333333334,93.5,7.0,5.5,0.9252272727272728,5c6f6632,5c6f6632-c722-4041-9d36-5ada31c42471/processed/5c6f6632-c722-4041-9d36-5ada31c42471.mp3,female-male,2,2,2,2,2,2,2
HSC,5f3c5c14-1280-48c4-b6a5-97437ea68c94,9.0,4.875,6.0,100.0,7.0,7.0,0.9166666666666667,5f3c5c14,5f3c5c14-1280-48c4-b6a5-97437ea68c94/processed/5f3c5c14-1280-48c4-b6a5-97437ea68c94.mp3,contains_other_or_unknown,1,1,1,1,1,1,1
HSC,6365a56e-c7bc-4f08-9828-08537508f71d,9.0,5.8125,6.333333333333334,95.0,7.0,8.0,0.9435606060606061,6365a56e,6365a56e-c7bc-4f08-9828-08537508f71d/processed/6365a56e-c7bc-4f08-9828-08537508f71d.mp3,male-male,2,2,2,2,2,2,2
HSC,6e5975cf-1d81-47a0-a487-7cde60912857,9.0,5.5,7.0,92.0,7.0,7.5,0.9556060606060606,6e5975cf,6e5975cf-1d81-47a0-a487-7cde60912857/processed/6e5975cf-1d81-47a0-a487-7cde60912857.mp3,female-female,2,2,2,2,2,2,2
HSC,6ef72bdf-4e7a-461b-af13-7fa3c432a57a,9.0,6.5,6.333333333333333,90.0,7.0,8.0,0.9193181818181818,6ef72bdf,6ef72bdf-4e7a-461b-af13-7fa3c432a57a/processed/6ef72bdf-4e7a-461b-af13-7fa3c432a57a.mp3,male-male,2,2,2,2,2,2,2
HSC,718d778c-d62e-463a-97cd-d6d3550d19a3,9.0,6.1875,6.666666666666666,95.5,7.0,8.0,0.9913636363636364,718d778c,718d778c-d62e-463a-97cd-d6d3550d19a3/processed/718d778c-d62e-463a-97cd-d6d3550d19a3.mp3,female-male,2,2,2,2,2,2,2
HSC,7bfcf19d-17cb-4032-a673-2f4bb7759875,9.0,5.125,5.833333333333334,97.5,7.0,6.5,0.9156060606060605,7bfcf19d,7bfcf19d-17cb-4032-a673-2f4bb7759875/processed/7bfcf19d-17cb-4032-a673-2f4bb7759875.mp3,female-female,2,2,2,2,2,2,2
HSC,7c9458fd-c9f2-4b05-956c-33cd6c506d72,9.0,4.75,6.666666666666666,99.0,7.0,6.5,0.9498484848484848,7c9458fd,7c9458fd-c9f2-4b05-956c-33cd6c506d72/processed/7c9458fd-c9f2-4b05-956c-33cd6c506d72.mp3,female-male,2,2,2,2,2,2,2
HSC,84dfe7e5-5d17-43d2-a0db-d63cf67c8367,9.0,5.5,7.0,95.5,7.0,8.5,0.9496969696969697,84dfe7e5,84dfe7e5-5d17-43d2-a0db-d63cf67c8367/processed/84dfe7e5-5d17-43d2-a0db-d63cf67c8367.mp3,female-female,2,2,2,2,2,2,2
HSC,8579117f-bc62-4472-a9d6-731b627f4ed0,9.0,6.8125,7.0,100.0,7.0,8.0,0.9772727272727273,8579117f,8579117f-bc62-4472-a9d6-731b627f4ed0/processed/8579117f-bc62-4472-a9d6-731b627f4ed0.mp3,female-female,2,2,2,2,2,2,2
HSC,876dec66-b6e5-4b37-bd4c-201701303210,9.0,6.0625,7.0,96.0,7.0,9.0,0.9647727272727273,876dec66,876dec66-b6e5-4b37-bd4c-201701303210/processed/876dec66-b6e5-4b37-bd4c-201701303210.mp3,female-female,2,2,2,2,2,2,2
HSC,8a9561f0-0eb6-4650-be92-4bb03821fb7b,8.5,6.5,6.833333333333334,90.0,7.0,8.0,0.9177272727272727,8a9561f0,8a9561f0-0eb6-4650-be92-4bb03821fb7b/processed/8a9561f0-0eb6-4650-be92-4bb03821fb7b.mp3,female-female,2,2,2,2,2,2,2
HSC,8e76a02c-9b07-4a8a-b70d-0f8ff57b82e2,9.0,5.75,7.0,97.5,7.0,7.5,0.946590909090909,8e76a02c,8e76a02c-9b07-4a8a-b70d-0f8ff57b82e2/processed/8e76a02c-9b07-4a8a-b70d-0f8ff57b82e2.mp3,female-male,2,2,2,2,2,2,2
HSC,8fa48307-dc73-4a67-96ed-85b73cf8f8ea,9.0,4.5,6.833333333333334,86.0,7.0,6.0,0.9729545454545454,8fa48307,8fa48307-dc73-4a67-96ed-85b73cf8f8ea/processed/8fa48307-dc73-4a67-96ed-85b73cf8f8ea.mp3,male-male,2,2,2,2,2,2,2
HSC,934e0711-7abb-4a17-a73e-4e6b2b175547,9.0,5.1875,6.166666666666666,91.5,7.0,7.5,0.946590909090909,934e0711,934e0711-7abb-4a17-a73e-4e6b2b175547/processed/934e0711-7abb-4a17-a73e-4e6b2b175547.mp3,female-male,2,2,2,2,2,2,2
HSC,96db0ba2-2a0b-4e0c-9c15-a3dae109f929,8.0,4.3125,4.333333333333333,88.5,7.0,8.0,0.9122727272727273,96db0ba2,96db0ba2-2a0b-4e0c-9c15-a3dae109f929/processed/96db0ba2-2a0b-4e0c-9c15-a3dae109f929.mp3,female-male,2,2,2,2,2,2,2
HSC,9795fef3-f31a-426a-9c5d-e4b5ddd51880,9.0,5.4375,7.0,98.5,7.0,7.5,0.956590909090909,9795fef3,9795fef3-f31a-426a-9c5d-e4b5ddd51880/processed/9795fef3-f31a-426a-9c5d-e4b5ddd51880.mp3,female-male,2,2,2,2,2,2,2
HSC,a578f247-68aa-4e9a-a1e9-6c66bbaba13b,9.0,5.9375,6.0,87.0,7.0,8.0,0.9331060606060606,a578f247,a578f247-68aa-4e9a-a1e9-6c66bbaba13b/processed/a578f247-68aa-4e9a-a1e9-6c66bbaba13b.mp3,female-male,2,2,2,2,2,2,2
HSC,a8fb742b-2c7e-4e8e-9242-c4d8e1433650,9.0,5.875,6.666666666666666,96.0,7.0,8.0,0.9922727272727272,a8fb742b,a8fb742b-2c7e-4e8e-9242-c4d8e1433650/processed/a8fb742b-2c7e-4e8e-9242-c4d8e1433650.mp3,female-female,2,2,2,2,2,2,2
HSC,a9b5ef7f-314b-4d26-89d3-2b281f3e9819,9.0,5.5,7.0,82.5,7.0,9.0,0.9681818181818183,a9b5ef7f,a9b5ef7f-314b-4d26-89d3-2b281f3e9819/processed/a9b5ef7f-314b-4d26-89d3-2b281f3e9819.mp3,contains_other_or_unknown,2,2,2,2,2,2,2
HSC,a9ca3b45-894c-4d00-9428-e76a0cac8211,8.5,6.125,7.0,95.0,7.0,8.5,0.9428787878787879,a9ca3b45,a9ca3b45-894c-4d00-9428-e76a0cac8211/processed/a9ca3b45-894c-4d00-9428-e76a0cac8211.mp3,female-female,2,2,2,2,2,2,2
HSC,ab8eb2bc-577f-4842-809e-0001c217cfe6,9.0,5.9375,7.0,94.5,7.0,7.5,0.9683333333333334,ab8eb2bc,ab8eb2bc-577f-4842-809e-0001c217cfe6/processed/ab8eb2bc-577f-4842-809e-0001c217cfe6.mp3,female-female,2,2,2,2,2,2,2
HSC,ac019252-e608-4383-a8bf-fb8be5877cfe,9.0,6.125,6.5,88.0,7.0,7.5,0.9299999999999999,ac019252,ac019252-e608-4383-a8bf-fb8be5877cfe/processed/ac019252-e608-4383-a8bf-fb8be5877cfe.mp3,male-male,2,2,2,2,2,2,2
HSC,ac70f2fe-8432-4ccf-b995-6373cc32b9be,9.0,5.875,7.0,97.0,7.0,8.5,0.9706060606060607,ac70f2fe,ac70f2fe-8432-4ccf-b995-6373cc32b9be/processed/ac70f2fe-8432-4ccf-b995-6373cc32b9be.mp3,female-male,2,2,2,2,2,2,2
HSC,ada6c3c4-8c97-4b37-b1e1-a28706a194d5,9.0,5.75,6.833333333333334,100.0,7.0,8.0,0.9963636363636363,ada6c3c4,ada6c3c4-8c97-4b37-b1e1-a28706a194d5/processed/ada6c3c4-8c97-4b37-b1e1-a28706a194d5.mp3,female-female,2,2,2,2,2,2,2
HSC,b381599d-5420-4148-acb9-403141f5fb87,9.0,5.375,6.5,85.0,7.0,7.0,0.9588636363636363,b381599d,b381599d-5420-4148-acb9-403141f5fb87/processed/b381599d-5420-4148-acb9-403141f5fb87.mp3,female-male,2,2,2,2,2,2,2
HSC,b3d12e44-b38e-4c6f-b63f-2016f0f04b94,9.0,5.375,5.666666666666666,88.0,7.0,6.5,0.9247727272727273,b3d12e44,b3d12e44-b38e-4c6f-b63f-2016f0f04b94/processed/b3d12e44-b38e-4c6f-b63f-2016f0f04b94.mp3,female-male,2,2,2,2,2,2,2
HSC,b9e0eaaa-1013-4a5f-97b7-f1aaa7a04442,9.0,4.875,6.333333333333334,93.0,7.0,5.0,0.9381060606060605,b9e0eaaa,b9e0eaaa-1013-4a5f-97b7-f1aaa7a04442/processed/b9e0eaaa-1013-4a5f-97b7-f1aaa7a04442.mp3,female-female,2,2,2,2,2,2,2
HSC,bc4262ab-08ce-4085-9609-10cf3aee883c,9.0,6.25,6.5,92.5,7.0,8.5,0.9204545454545454,bc4262ab,bc4262ab-08ce-4085-9609-10cf3aee883c/processed/bc4262ab-08ce-4085-9609-10cf3aee883c.mp3,male-male,2,2,2,2,2,2,2
HSC,be788bd7-a0b2-4075-8c0d-d18a7fe841cb,9.0,5.375,6.666666666666667,99.0,7.0,8.0,0.9650000000000001,be788bd7,be788bd7-a0b2-4075-8c0d-d18a7fe841cb/processed/be788bd7-a0b2-4075-8c0d-d18a7fe841cb.mp3,female-female,2,2,2,2,2,2,2
HSC,c0c54a77-1d33-41a4-8e13-92a4840e82b8,9.0,7.0,7.0,100.0,7.0,9.0,0.9772727272727273,c0c54a77,c0c54a77-1d33-41a4-8e13-92a4840e82b8/processed/c0c54a77-1d33-41a4-8e13-92a4840e82b8.mp3,contains_other_or_unknown,1,1,1,1,1,1,1
HSC,c1f946c8-cc9d-4cb2-8535-de058d3a6788,9.0,5.3125,6.5,91.5,7.0,8.0,0.9197727272727272,c1f946c8,c1f946c8-cc9d-4cb2-8535-de058d3a6788/processed/c1f946c8-cc9d-4cb2-8535-de058d3a6788.mp3,male-male,2,2,2,2,2,2,2
HSC,c23b499d-8fde-417a-95fb-958413323675,9.0,5.3125,7.0,89.0,7.0,6.0,0.9552272727272728,c23b499d,c23b499d-8fde-417a-95fb-958413323675/processed/c23b499d-8fde-417a-95fb-958413323675.mp3,female-female,2,2,2,2,2,2,2
HSC,cb5e4872-22af-49fb-a331-0cfe03ce8090,9.0,4.6875,6.666666666666666,93.5,7.0,6.0,0.9592424242424242,cb5e4872,cb5e4872-22af-49fb-a331-0cfe03ce8090/processed/cb5e4872-22af-49fb-a331-0cfe03ce8090.mp3,female-female,2,2,2,2,2,2,2
HSC,ce3f05bf-184f-4ca0-beb7-87635cc93f55,9.0,6.625,6.666666666666666,92.5,7.0,8.5,0.939469696969697,ce3f05bf,ce3f05bf-184f-4ca0-beb7-87635cc93f55/processed/ce3f05bf-184f-4ca0-beb7-87635cc93f55.mp3,male-male,2,2,2,2,2,2,2
HSC,d04dc5b1-4a91-440b-906c-06568280d498,9.0,6.3125,6.5,87.5,7.0,7.5,0.9301515151515152,d04dc5b1,d04dc5b1-4a91-440b-906c-06568280d498/processed/d04dc5b1-4a91-440b-906c-06568280d498.mp3,female-male,2,2,2,2,2,2,2
HSC,d5e05d2b-ef25-4013-a24d-ab22a1e6b323,9.0,6.6875,7.0,96.0,7.0,9.0,0.9659090909090908,d5e05d2b,d5e05d2b-ef25-4013-a24d-ab22a1e6b323/processed/d5e05d2b-ef25-4013-a24d-ab22a1e6b323.mp3,female-male,2,2,2,2,2,2,2
HSC,d713d070-fe2c-4327-8952-e78f45d251a8,9.0,4.875,6.0,95.0,7.0,3.0,0.9348484848484848,d713d070,d713d070-fe2c-4327-8952-e78f45d251a8/processed/d713d070-fe2c-4327-8952-e78f45d251a8.mp3,contains_other_or_unknown,1,1,1,1,1,1,1
HSC,d7b17f1c-b02a-4971-ac95-8dcb2b675e02,9.0,5.5,6.5,91.0,7.0,9.0,0.9463636363636363,d7b17f1c,d7b17f1c-b02a-4971-ac95-8dcb2b675e02/processed/d7b17f1c-b02a-4971-ac95-8dcb2b675e02.mp3,female-female,2,2,2,2,2,2,2
HSC,dbab57c7-0154-4191-be76-5d7f60a0618e,9.0,5.875,6.5,97.5,7.0,9.0,0.9670454545454545,dbab57c7,dbab57c7-0154-4191-be76-5d7f60a0618e/processed/dbab57c7-0154-4191-be76-5d7f60a0618e.mp3,female-male,2,2,2,2,2,2,2
HSC,dc4d280b-baf7-4173-aa45-e80b18fc495c,9.0,6.0625,6.166666666666666,75.0,7.0,7.5,0.9304545454545454,dc4d280b,dc4d280b-baf7-4173-aa45-e80b18fc495c/processed/dc4d280b-baf7-4173-aa45-e80b18fc495c.mp3,female-male,2,2,2,2,2,2,2
HSC,ddbd8c9d-1dc5-45ae-b8e4-7a5d1e266748,9.0,5.25,7.0,99.5,7.0,8.5,0.9217424242424244,ddbd8c9d,ddbd8c9d-1dc5-45ae-b8e4-7a5d1e266748/processed/ddbd8c9d-1dc5-45ae-b8e4-7a5d1e266748.mp3,female-male,2,2,2,2,2,2,2
HSC,debcfb81-d883-4fb5-8c4c-cc98468c96db,9.0,5.375,6.666666666666667,92.0,7.0,8.0,0.9627272727272728,debcfb81,debcfb81-d883-4fb5-8c4c-cc98468c96db/processed/debcfb81-d883-4fb5-8c4c-cc98468c96db.mp3,contains_other_or_unknown,1,1,1,1,1,1,1
HSC,df32d26a-b6eb-4975-aaf5-8907e1036367,9.0,4.8125,6.0,87.5,7.0,6.5,0.946969696969697,df32d26a,df32d26a-b6eb-4975-aaf5-8907e1036367/processed/df32d26a-b6eb-4975-aaf5-8907e1036367.mp3,female-female,2,2,2,2,2,2,2
HSC,e12fed95-8f11-4255-b8c7-f5c0346b8e59,9.0,5.0,6.0,93.5,7.0,7.5,0.9356818181818182,e12fed95,e12fed95-8f11-4255-b8c7-f5c0346b8e59/processed/e12fed95-8f11-4255-b8c7-f5c0346b8e59.mp3,female-female,2,2,2,2,2,2,2
HSC,e8856a77-dc6b-4ddf-81c3-7f50cad6fbd6,8.5,6.6875,7.0,97.5,7.0,8.5,0.9709090909090909,e8856a77,e8856a77-dc6b-4ddf-81c3-7f50cad6fbd6/processed/e8856a77-dc6b-4ddf-81c3-7f50cad6fbd6.mp3,female-female,2,2,2,2,2,2,2
HSC,ea342a4f-891d-4717-8fb3-30bd1dadeca0,9.0,5.1875,6.5,92.0,7.0,7.0,0.9504545454545456,ea342a4f,ea342a4f-891d-4717-8fb3-30bd1dadeca0/processed/ea342a4f-891d-4717-8fb3-30bd1dadeca0.mp3,female-female,2,2,2,2,2,2,2
HSC,ea4c6102-1123-41fc-b8ab-96f4295af3d0,9.0,6.625,7.0,95.5,7.0,9.0,0.9868181818181818,ea4c6102,ea4c6102-1123-41fc-b8ab-96f4295af3d0/processed/ea4c6102-1123-41fc-b8ab-96f4295af3d0.mp3,female-male,2,2,2,2,2,2,2
HSC,ed08b729-0077-4822-9fef-a6c943ad4a71,9.0,4.9375,6.333333333333334,98.0,7.0,8.5,0.9304545454545454,ed08b729,ed08b729-0077-4822-9fef-a6c943ad4a71/processed/ed08b729-0077-4822-9fef-a6c943ad4a71.mp3,female-male,2,2,2,2,2,2,2
HSC,ee19d0ea-462c-47ef-888d-ac3254113e37,9.0,4.375,7.0,100.0,7.0,7.0,0.9322727272727274,ee19d0ea,ee19d0ea-462c-47ef-888d-ac3254113e37/processed/ee19d0ea-462c-47ef-888d-ac3254113e37.mp3,contains_other_or_unknown,1,1,1,1,1,1,1
HSC,efbec81d-6a75-41ee-9f81-c50235743ec4,9.0,6.0625,6.5,88.5,7.0,7.0,0.9486363636363636,efbec81d,efbec81d-6a75-41ee-9f81-c50235743ec4/processed/efbec81d-6a75-41ee-9f81-c50235743ec4.mp3,male-male,2,2,2,2,2,2,2
HSC,fbd36b9b-415f-4681-81f3-9adf5a4f8a8a,9.0,6.25,7.0,96.5,7.0,7.5,0.9803030303030302,fbd36b9b,fbd36b9b-415f-4681-81f3-9adf5a4f8a8a/processed/fbd36b9b-415f-4681-81f3-9adf5a4f8a8a.mp3,female-male,2,2,2,2,2,2,2
HSC,fbfd0f89-900a-4dc8-aa20-1dba94b19ceb,9.0,6.0625,6.666666666666666,90.5,7.0,9.0,0.9661363636363637,fbfd0f89,fbfd0f89-900a-4dc8-aa20-1dba94b19ceb/processed/fbfd0f89-900a-4dc8-aa20-1dba94b19ceb.mp3,female-male,2,2,2,2,2,2,2
